task_id,answer,correct_answer
685,purpose,background
686,evaluation,evidence
687,elaboration,elaboration
688,background,joint
689,background,joint
690,joint,joint
691,elaboration,elaboration
692,contrast,contrast
693,evidence,evaluation
694,attribution,attribution
695,sequence,sequence
696,effect,joint
697,motivation,elaboration
698,joint,joint
699,cause,joint
700,elaboration,elaboration
701,elaboration,elaboration
702,cause,joint
703,concession,condition
704,joint,joint
705,contrast,contrast
706,purpose,attribution
707,purpose,purpose
708,elaboration,elaboration
709,joint,joint
710,concession,elaboration
711,purpose,purpose
712,cause-effect,cause
713,background,attribution
714,condition,condition
715,joint,joint
716,comparison,preparation
717,effect,joint
718,cause,joint
719,condition,elaboration
720,elaboration,elaboration
721,condition,condition
722,elaboration,elaboration
723,contrast,contrast
724,conclusion,elaboration
725,effect,attribution
726,elaboration,elaboration
727,contrast,contrast
728,sequence,sequence
729,elaboration,elaboration
730,effect,joint
731,evidence,preparation
732,conclusion,condition
733,effect,joint
734,sequence,sequence
735,condition,elaboration
736,joint,joint
737,effect,joint
738,elaboration,elaboration
739,sequence,sequence
740,purpose,attribution
741,evaluation,evidence
742,contrast,contrast
743,attribution,attribution
744,cause,joint
745,background,joint
746,background,joint
747,motivation,elaboration
748,evaluation,preparation
749,purpose,attribution
750,condition,condition
751,background,joint
752,purpose,joint
753,evaluation,preparation
754,effect,joint
755,evidence,preparation
756,attribution,attribution
757,purpose,joint
758,effect,joint
759,elaboration,elaboration
760,elaboration,elaboration
761,attribution,attribution
762,concession,concession
763,elaboration,elaboration
764,evaluation,evaluation
765,concession,elaboration
766,motivation,elaboration
767,purpose,joint
768,cause-effect,cause
769,contrast,contrast
770,contrast,contrast
771,restatement,restatement
772,contrast,contrast
773,cause,background
774,condition,condition
775,effect,joint
776,evaluation,evaluation
777,evaluation,sequence
778,joint,cause
779,joint,joint
780,cause,joint
781,elaboration,elaboration
782,condition,condition
783,effect,joint
784,attribution,attribution
785,evaluation,evaluation
786,evaluation,evidence
787,evidence,preparation
788,joint,joint
789,background,joint
790,elaboration,elaboration
791,condition,condition
792,cause,background
793,effect,joint
794,attribution,attribution
795,effect,joint
796,purpose,contrast
797,joint,joint
798,elaboration,elaboration
799,condition,condition
800,joint,cause
801,preparation,solutionhood
802,condition,condition
803,joint,joint
804,concession,elaboration
805,elaboration,elaboration
806,conclusion,condition
807,motivation,elaboration
808,cause-effect,cause
809,cause,joint
810,joint,joint
811,effect,background
812,background,attribution
813,conclusion,elaboration
814,elaboration,elaboration
815,cause-effect,cause
816,effect,purpose
817,background,joint
818,elaboration,elaboration
819,condition,elaboration
820,effect,effect
821,joint,joint
822,effect,joint
823,motivation,elaboration
824,cause,joint
825,condition,condition
826,elaboration,elaboration
827,background,background
828,elaboration,elaboration
829,comparison,preparation
830,purpose,joint
831,effect,joint
832,concession,elaboration
833,cause-effect,cause
834,purpose,purpose
835,background,joint
836,effect,joint
837,condition,elaboration
838,effect,joint
839,concession,elaboration
840,elaboration,elaboration
841,purpose,joint
842,purpose,joint
843,conclusion,interpretation-evaluation
844,cause-effect,cause
845,conclusion,condition
846,background,joint
847,evaluation,evaluation
848,cause,joint
849,elaboration,elaboration
850,condition,concession
851,condition,condition
852,comparison,preparation
853,evaluation,preparation
854,concession,elaboration
855,cause-effect,cause
856,elaboration,sequence
857,background,joint
858,cause-effect,cause
859,joint,joint
860,contrast,contrast
861,evaluation,preparation
862,background,joint
863,comparison,preparation
864,purpose,joint
865,cause-effect,cause-effect
866,purpose,joint
867,interpretation-evaluation,interpretation-evaluation
868,evaluation,evaluation
869,elaboration,elaboration
870,background,joint
871,purpose,purpose
872,contrast,contrast
873,attribution,attribution
874,motivation,elaboration
875,effect,joint
876,concession,elaboration
877,sequence,evidence
878,cause-effect,cause-effect
879,effect,cause
880,effect,joint
881,elaboration,elaboration
882,evaluation,evaluation
883,concession,concession
884,effect,joint
885,elaboration,elaboration
886,elaboration,elaboration
887,cause-effect,cause
888,concession,elaboration
889,purpose,purpose
890,contrast,contrast
891,background,background
892,contrast,contrast
893,evaluation,evaluation
894,effect,joint
895,purpose,purpose
896,elaboration,concession
897,cause-effect,cause-effect
898,effect,joint
899,contrast,contrast
900,elaboration,elaboration
901,joint,background
902,effect,joint
903,elaboration,elaboration
904,purpose,joint
905,cause-effect,cause
906,purpose,joint
907,condition,elaboration
908,concession,elaboration
909,cause,joint
910,cause,joint
911,elaboration,elaboration
912,cause,joint
913,conclusion,elaboration
914,joint,cause
915,condition,elaboration
916,condition,condition
917,cause,joint
918,attribution,attribution
919,concession,elaboration
920,effect,joint
921,concession,concession
922,purpose,purpose
923,solutionhood,comparison
924,contrast,contrast
925,evaluation,evaluation
926,attribution,attribution
927,evidence,evidence
928,effect,joint
929,cause-effect,cause
930,cause-effect,cause
931,evaluation,evaluation
932,background,joint
933,elaboration,elaboration
934,cause,joint
935,joint,joint
936,attribution,attribution
937,motivation,elaboration
938,sequence,sequence
939,joint,joint
940,cause-effect,cause
941,effect,joint
942,elaboration,elaboration
943,cause-effect,cause
944,cause,joint
945,purpose,joint
946,elaboration,elaboration
947,cause,background
948,elaboration,elaboration
949,purpose,purpose
950,comparison,comparison
951,joint,joint
952,comparison,preparation
953,conclusion,elaboration
954,background,joint
955,purpose,joint
956,evaluation,preparation
957,effect,joint
958,cause,joint
959,comparison,preparation
960,joint,joint
961,contrast,contrast
962,motivation,elaboration
963,effect,joint
964,condition,elaboration
965,purpose,purpose
966,elaboration,elaboration
967,background,joint
968,evaluation,preparation
969,evaluation,evidence
970,effect,attribution
971,contrast,contrast
972,elaboration,elaboration
973,evaluation,evaluation
974,joint,joint
975,restatement,restatement
976,condition,condition
977,elaboration,elaboration
978,purpose,purpose
979,cause-effect,cause
980,contrast,contrast
981,purpose,attribution
982,evaluation,evaluation
983,elaboration,elaboration
984,condition,condition
985,background,joint
986,joint,joint
987,effect,joint
988,cause,joint
989,evaluation,preparation
990,purpose,contrast
991,purpose,background
992,purpose,purpose
993,purpose,attribution
994,sequence,sequence
995,background,joint
996,effect,joint
997,cause-effect,cause
998,effect,joint
999,evaluation,evidence
1000,cause,joint
1001,purpose,purpose
1002,background,joint
1003,cause-effect,cause
1004,condition,elaboration
1005,evaluation,evidence
1006,joint,joint
1007,condition,condition
1008,evaluation,evaluation
1009,contrast,contrast
1010,cause,joint
1011,effect,joint
1012,condition,elaboration
1013,effect,joint
1014,cause,joint
1015,contrast,contrast
1016,effect,joint
1017,cause,joint
1018,cause-effect,cause
1019,joint,joint
1020,condition,elaboration
1021,joint,joint
1022,condition,elaboration
1023,purpose,joint
1024,motivation,elaboration
1025,elaboration,elaboration
1026,elaboration,elaboration
1027,evaluation,evaluation
1028,cause,joint
1029,comparison,comparison
1030,background,background
1031,elaboration,elaboration
1032,motivation,elaboration
1033,solutionhood,preparation
1034,cause-effect,cause
1035,motivation,elaboration
1036,condition,condition
1037,elaboration,elaboration
1038,purpose,purpose
1039,contrast,contrast
1040,joint,joint
1041,purpose,purpose
1042,condition,condition
1043,elaboration,elaboration
1044,effect,joint
1045,purpose,contrast
1046,motivation,elaboration
1047,evaluation,preparation
1048,cause,joint
1049,background,joint
1050,condition,elaboration
1051,motivation,elaboration
1052,elaboration,elaboration
1053,solutionhood,solutionhood
1054,effect,joint
1055,purpose,attribution
1056,elaboration,elaboration
1057,background,cause
1058,purpose,attribution
1059,joint,joint
1060,attribution,attribution
1061,elaboration,elaboration
1062,cause-effect,cause
1063,sequence,sequence
1064,purpose,purpose
1065,cause-effect,cause
1066,cause-effect,cause
1067,restatement,restatement
1068,condition,elaboration
1069,joint,joint
1070,concession,concession
1071,purpose,purpose
1072,cause-effect,cause
1073,contrast,contrast
1074,conclusion,elaboration
1075,contrast,contrast
1076,elaboration,elaboration
1077,cause,background
1078,concession,elaboration
1079,elaboration,elaboration
1080,contrast,contrast
1081,elaboration,elaboration
1082,elaboration,elaboration
1083,cause-effect,cause-effect
1084,elaboration,elaboration
1085,comparison,preparation
1086,conclusion,restatement
1087,cause,joint
1088,evaluation,evidence
1089,evaluation,evaluation
1090,contrast,contrast
1091,cause,joint
1092,background,joint
1093,elaboration,elaboration
1094,cause-effect,cause
1095,contrast,contrast
1096,background,attribution
1097,elaboration,elaboration
1098,solutionhood,solutionhood
1099,elaboration,elaboration
1100,evaluation,evidence
1101,elaboration,elaboration
1102,concession,elaboration
1103,concession,condition
1104,evaluation,evaluation
1105,effect,attribution
1106,condition,elaboration
1107,joint,joint
1108,elaboration,elaboration
1109,contrast,contrast
1110,evaluation,preparation
1111,background,attribution
1112,elaboration,elaboration
1113,purpose,joint
1114,evaluation,evaluation
1115,concession,elaboration
1116,purpose,purpose
1117,comparison,preparation
1118,joint,cause
1119,conclusion,condition
1120,concession,concession
1121,cause,joint
1122,cause-effect,cause
1123,evidence,preparation
1124,evaluation,evidence
1125,elaboration,elaboration
1126,evaluation,preparation
1127,evidence,evaluation
1128,contrast,contrast
1129,elaboration,elaboration
1130,effect,joint
1131,evidence,preparation
1132,background,joint
1133,cause,background
1134,background,background
1135,condition,elaboration
1136,condition,condition
1137,purpose,joint
1138,condition,condition
1139,purpose,purpose
1140,cause-effect,cause
1141,background,background
1142,elaboration,elaboration
1143,purpose,joint
1144,evidence,evidence
1145,cause-effect,cause
1146,cause,cause
1147,elaboration,elaboration
1148,purpose,joint
1149,attribution,attribution
1150,cause-effect,cause
1151,condition,elaboration
1152,attribution,attribution
1153,cause,joint
1154,motivation,elaboration
1155,evidence,evaluation
1156,joint,joint
1157,concession,elaboration
1158,purpose,joint
1159,background,joint
1160,concession,elaboration
1161,purpose,purpose
1162,sequence,evidence
1163,concession,elaboration
1164,sequence,sequence
1165,conclusion,condition
1166,motivation,elaboration
1167,evaluation,preparation
1168,cause-effect,cause
1169,joint,joint
1170,effect,joint
1171,contrast,contrast
1172,cause-effect,cause
1173,contrast,contrast
1174,purpose,background
1175,concession,concession
1176,background,joint
1177,attribution,attribution
1178,elaboration,elaboration
1179,elaboration,elaboration
1180,cause,joint
1181,elaboration,elaboration
1182,elaboration,elaboration
1183,elaboration,elaboration
1184,comparison,comparison
1185,contrast,contrast
1186,attribution,attribution
1187,evaluation,preparation
1188,contrast,contrast
1189,cause,joint
1190,attribution,attribution
1191,joint,joint
1192,cause,joint
1193,sequence,evidence
1194,concession,concession
1195,cause,joint
1196,concession,elaboration
1197,elaboration,sequence
1198,cause,joint
1199,elaboration,elaboration
1200,elaboration,elaboration
1201,evaluation,evaluation
1202,elaboration,elaboration
1203,cause,joint
1204,effect,purpose
1205,cause,background
1206,effect,joint
1207,cause-effect,cause
1208,contrast,contrast
1209,cause-effect,cause-effect
1210,comparison,comparison
1211,condition,elaboration
1212,cause,joint
1213,condition,elaboration
1214,preparation,preparation
1215,purpose,attribution
1216,condition,condition
1217,cause,joint
1218,effect,joint
1219,condition,condition
1220,preparation,preparation
1221,comparison,preparation
1222,effect,joint
1223,contrast,contrast
1224,cause-effect,cause
1225,cause-effect,cause
1226,elaboration,elaboration
1227,cause-effect,cause
1228,background,joint
1229,contrast,contrast
1230,contrast,contrast
1231,joint,joint
1232,comparison,comparison
1233,cause-effect,cause
1234,joint,joint
1235,condition,condition
1236,condition,condition
1237,joint,joint
1238,attribution,attribution
1239,attribution,attribution
1240,effect,joint
1241,cause,joint
1242,elaboration,elaboration
1243,concession,elaboration
1244,purpose,purpose
1245,sequence,sequence
1246,elaboration,elaboration
1247,evaluation,evaluation
1248,elaboration,elaboration
1249,evaluation,solutionhood
1250,joint,joint
1251,background,background
1252,effect,contrast
1253,evidence,evaluation
1254,cause-effect,cause
1255,purpose,attribution
1256,cause-effect,cause
1257,evaluation,evaluation
1258,evidence,comparison
1259,joint,joint
1260,evidence,evaluation
1261,cause-effect,cause
1262,contrast,contrast
1263,evaluation,evidence
1264,elaboration,elaboration
1265,purpose,joint
1266,contrast,contrast
1267,purpose,purpose
1268,joint,purpose
1269,purpose,purpose
1270,cause-effect,cause
1271,sequence,sequence
1272,cause,joint
1273,contrast,contrast
1274,contrast,contrast
1275,attribution,contrast
1276,sequence,sequence
1277,evaluation,evaluation
1278,cause-effect,cause-effect
1279,joint,joint
1280,cause-effect,cause
1281,purpose,purpose
1282,cause,joint
1283,cause,background
1284,effect,joint
1285,effect,joint
1286,elaboration,elaboration
1287,elaboration,sequence
1288,interpretation-evaluation,condition
1289,elaboration,elaboration
1290,evaluation,evaluation
1291,concession,elaboration
1292,solutionhood,evaluation
1293,background,joint
1294,conclusion,elaboration
1295,evaluation,preparation
1296,purpose,joint
1297,elaboration,elaboration
1298,condition,elaboration
1299,purpose,purpose
1300,condition,elaboration
1301,joint,joint
1302,purpose,purpose
1303,purpose,purpose
1304,effect,joint
1305,cause-effect,cause
1306,elaboration,elaboration
1307,cause,joint
1308,preparation,preparation
1309,concession,elaboration
1310,comparison,preparation
1311,attribution,attribution
1312,evidence,evaluation
1313,condition,condition
1314,joint,joint
1315,condition,condition
1316,sequence,sequence
1317,attribution,attribution
1318,purpose,background
1319,contrast,attribution
1320,elaboration,elaboration
1321,cause,joint
1322,comparison,preparation
1323,background,joint
1324,purpose,purpose
1325,sequence,sequence
1326,preparation,evaluation
1327,contrast,contrast
1328,attribution,attribution
1329,joint,joint
1330,attribution,attribution
1331,joint,joint
1332,concession,elaboration
1333,evaluation,sequence
1334,purpose,background
1335,elaboration,elaboration
1336,cause,joint
1337,restatement,interpretation-evaluation
1338,cause-effect,cause
1339,attribution,attribution
1340,elaboration,elaboration
1341,condition,condition
1342,joint,joint
1343,background,attribution
1344,comparison,preparation
1345,cause,joint
1346,background,joint
1347,evaluation,evaluation
1348,elaboration,elaboration
1349,background,joint
1350,elaboration,elaboration
1351,elaboration,elaboration
1352,joint,joint
1353,contrast,contrast
1354,background,joint
1355,effect,joint
1356,background,joint
1357,purpose,contrast
1358,evidence,evidence
1359,conclusion,condition
1360,conclusion,condition
1361,evaluation,evaluation
1362,condition,condition
1363,joint,joint
1364,concession,elaboration
1365,cause,joint
1366,cause,joint
1367,concession,elaboration
1368,cause-effect,cause-effect
1369,cause-effect,cause
1370,condition,elaboration
1371,motivation,elaboration
1372,motivation,elaboration
1373,background,joint
1374,concession,elaboration
1375,motivation,condition
