task_id,answer,correct_answer
449,condition,preparation
450,background,joint
451,contrast,contrast
452,contrast,contrast
453,cause,cause
454,contrast,contrast
455,elaboration,elaboration
456,sequence,sequence
457,evaluation,preparation
458,sequence,sequence
459,cause,cause
460,sequence,joint
461,cause-effect,cause
462,elaboration,preparation
463,cause-effect,joint
464,evaluation,preparation
465,contrast,joint
466,solutionhood,interpretation-evaluation
467,joint,joint
468,purpose,joint
469,comparison,comparison
470,cause-effect,attribution
471,restatement,restatement
472,evaluation,attribution
473,condition,condition
474,preparation,joint
475,cause-effect,cause
476,contrast,evaluation
477,background,background
478,cause,cause
479,contrast,contrast
480,comparison,comparison
481,contrast,joint
482,sequence,joint
483,evaluation,evaluation
484,cause-effect,evidence
485,cause,elaboration
486,elaboration,joint
487,contrast,condition
488,concession,elaboration
489,cause,cause
490,cause,joint
491,contrast,elaboration
492,evaluation,solutionhood
493,cause-effect,antithesis
494,evaluation,elaboration
495,cause,cause
496,cause-effect,background
497,evaluation,attribution
498,sequence,sequence
499,evaluation,contrast
500,cause-effect,cause
501,evaluation,preparation
502,cause-effect,condition
503,elaboration,elaboration
504,cause,cause-effect
505,joint,joint
506,contrast,contrast
507,condition,condition
508,evaluation,interpretation-evaluation
509,cause-effect,elaboration
510,cause,cause
511,motivation,elaboration
512,elaboration,elaboration
513,solutionhood,joint
514,background,preparation
515,cause,contrast
516,cause-effect,cause
517,contrast,contrast
518,contrast,contrast
519,contrast,joint
520,evaluation,solutionhood
521,background,cause
522,cause-effect,joint
523,cause,condition
524,evaluation,joint
525,cause-effect,sequence
526,purpose,contrast
527,contrast,elaboration
528,evaluation,elaboration
529,contrast,contrast
530,cause,condition
531,contrast,contrast
532,cause-effect,preparation
533,cause-effect,joint
534,cause-effect,interpretation-evaluation
535,purpose,elaboration
536,elaboration,preparation
537,background,elaboration
538,condition,elaboration
539,cause,joint
540,joint,joint
541,evaluation,joint
542,elaboration,elaboration
543,evaluation,evidence
544,contrast,contrast
545,cause-effect,joint
546,cause,elaboration
547,evidence,elaboration
548,contrast,contrast
549,contrast,joint
550,cause-effect,joint
551,solutionhood,solutionhood
552,contrast,evaluation
553,evaluation,elaboration
554,restatement,attribution
555,joint,joint
556,contrast,joint
557,contrast,joint
558,cause,condition
559,background,elaboration
560,condition,elaboration
561,cause-effect,elaboration
562,motivation,joint
563,background,background
564,cause-effect,joint
565,evaluation,attribution
566,contrast,contrast
567,attribution,attribution
568,purpose,purpose
569,cause,elaboration
570,cause,joint
571,condition,evaluation
572,evaluation,restatement
573,evaluation,joint
574,evidence,purpose
575,cause,joint
576,contrast,elaboration
577,cause-effect,joint
578,attribution,attribution
579,joint,joint
580,cause,cause
581,attribution,attribution
582,contrast,contrast
583,purpose,purpose
584,cause-effect,joint
585,joint,joint
586,elaboration,elaboration
587,comparison,comparison
588,evaluation,evaluation
589,purpose,purpose
590,condition,condition
591,elaboration,joint
592,contrast,cause-effect
593,cause-effect,elaboration
594,evaluation,evaluation
595,purpose,joint
596,comparison,comparison
597,background,elaboration
598,contrast,contrast
599,joint,elaboration
600,cause-effect,joint
601,cause-effect,cause-effect
602,purpose,purpose
603,cause-effect,cause
604,joint,elaboration
605,comparison,comparison
606,motivation,evaluation
607,cause-effect,condition
608,sequence,sequence
609,joint,joint
610,cause,joint
611,evaluation,evidence
612,cause,evidence
613,comparison,joint
614,purpose,purpose
615,contrast,sequence
616,attribution,attribution
617,contrast,joint
618,contrast,joint
619,cause,solutionhood
620,joint,joint
621,evaluation,joint
622,solutionhood,contrast
623,comparison,interpretation-evaluation
624,condition,elaboration
625,purpose,elaboration
626,joint,comparison
627,contrast,joint
628,cause-effect,joint
629,sequence,elaboration
630,condition,joint
631,elaboration,elaboration
632,joint,joint
633,motivation,joint
634,background,comparison
635,cause-effect,elaboration
636,cause-effect,cause
637,cause-effect,cause
638,cause,condition
639,contrast,evidence
640,cause-effect,joint
641,evaluation,joint
642,contrast,comparison
643,concession,concession
644,joint,joint
645,cause,joint
646,condition,condition
647,evaluation,attribution
648,condition,condition
649,cause-effect,joint
650,preparation,joint
651,cause,evidence
652,contrast,contrast
653,contrast,contrast
654,elaboration,preparation
655,purpose,elaboration
656,contrast,joint
657,evaluation,evaluation
658,contrast,sequence
659,cause,elaboration
660,contrast,joint
661,purpose,purpose
662,contrast,elaboration
663,joint,joint
664,joint,joint
665,contrast,condition
666,purpose,purpose
667,purpose,joint
668,sequence,condition
669,joint,joint
670,background,evaluation
671,attribution,attribution
672,purpose,purpose
673,cause-effect,joint
674,contrast,contrast
675,motivation,cause
676,sequence,joint
677,evaluation,preparation
678,attribution,preparation
679,evaluation,elaboration
680,cause-effect,joint
681,concession,concession
682,background,background
683,cause,joint
684,sequence,comparison
685,joint,joint
686,elaboration,elaboration
687,background,elaboration
688,joint,joint
689,purpose,elaboration
690,joint,joint
691,condition,joint
692,comparison,sequence
693,joint,joint
694,contrast,elaboration
695,condition,joint
696,contrast,cause-effect
697,contrast,sequence
698,cause,cause
699,joint,joint
700,elaboration,background
701,condition,condition
702,cause-effect,solutionhood
703,attribution,attribution
704,contrast,evidence
705,cause,elaboration
706,cause-effect,cause
707,cause,elaboration
708,cause-effect,joint
709,cause-effect,joint
710,cause-effect,cause
711,cause-effect,preparation
712,evaluation,condition
713,condition,condition
714,cause-effect,background
715,solutionhood,purpose
716,background,elaboration
717,contrast,antithesis
718,cause,cause
719,elaboration,elaboration
720,cause,cause
721,sequence,sequence
722,solutionhood,joint
723,contrast,evaluation
724,evaluation,cause
725,cause,restatement
726,contrast,elaboration
727,cause-effect,cause
728,cause-effect,elaboration
729,elaboration,joint
730,cause,contrast
731,background,condition
732,cause,elaboration
733,purpose,joint
734,elaboration,joint
735,sequence,sequence
736,purpose,purpose
737,contrast,contrast
738,sequence,contrast
739,purpose,condition
740,cause-effect,elaboration
741,background,elaboration
742,cause-effect,cause
743,cause,joint
744,cause-effect,joint
745,comparison,elaboration
746,background,elaboration
747,cause-effect,cause
748,contrast,joint
749,elaboration,elaboration
750,contrast,joint
751,background,purpose
752,cause-effect,elaboration
753,evaluation,cause
754,cause-effect,condition
755,sequence,joint
756,cause-effect,preparation
757,evaluation,attribution
758,elaboration,elaboration
759,cause-effect,attribution
760,purpose,purpose
761,example,elaboration
762,evaluation,joint
763,purpose,elaboration
764,cause-effect,cause
765,background,elaboration
766,attribution,attribution
767,sequence,sequence
768,contrast,contrast
769,evaluation,joint
770,background,elaboration
771,purpose,joint
772,cause-effect,elaboration
773,attribution,preparation
774,background,evaluation
775,background,elaboration
776,background,preparation
777,sequence,cause
778,evaluation,purpose
779,sequence,sequence
780,evaluation,elaboration
781,contrast,comparison
782,background,joint
783,cause,cause
784,sequence,sequence
785,condition,cause
786,cause,purpose
787,attribution,attribution
788,elaboration,elaboration
789,purpose,contrast
790,elaboration,elaboration
791,cause-effect,joint
792,background,background
793,elaboration,attribution
794,contrast,contrast
795,contrast,contrast
796,condition,condition
797,elaboration,elaboration
798,cause-effect,evidence
799,cause,effect
800,contrast,comparison
801,cause,elaboration
802,concession,contrast
803,contrast,contrast
804,cause-effect,cause
805,evaluation,attribution
806,cause,elaboration
807,joint,contrast
808,joint,comparison
809,contrast,background
810,cause-effect,evidence
811,attribution,joint
812,evaluation,elaboration
813,contrast,evaluation
814,attribution,attribution
815,cause-effect,elaboration
816,elaboration,elaboration
817,cause-effect,attribution
818,joint,attribution
819,elaboration,elaboration
820,cause,joint
821,cause-effect,contrast
822,contrast,concession
823,contrast,concession
824,contrast,contrast
825,background,elaboration
826,cause,elaboration
827,elaboration,elaboration
828,elaboration,elaboration
829,purpose,purpose
830,background,elaboration
831,cause-effect,preparation
832,joint,elaboration
833,cause-effect,elaboration
834,cause-effect,joint
835,cause,condition
836,condition,condition
837,background,elaboration
838,comparison,elaboration
839,attribution,attribution
840,elaboration,joint
841,cause-effect,elaboration
842,evaluation,joint
843,joint,elaboration
844,sequence,comparison
845,cause-effect,joint
846,contrast,joint
847,background,background
848,attribution,attribution
849,sequence,sequence
850,attribution,attribution
851,restatement,attribution
852,cause,preparation
853,cause-effect,condition
854,elaboration,restatement
855,evaluation,preparation
856,cause-effect,purpose
857,background,sequence
858,background,elaboration
859,cause,attribution
860,solutionhood,cause
861,cause,evaluation
862,contrast,joint
863,purpose,purpose
864,sequence,elaboration
865,cause,preparation
866,cause,elaboration
867,condition,joint
868,contrast,cause
869,cause,joint
870,purpose,interpretation-evaluation
871,contrast,contrast
872,cause-effect,condition
873,contrast,contrast
874,background,joint
875,contrast,contrast
876,contrast,elaboration
877,joint,joint
878,joint,elaboration
879,contrast,elaboration
880,sequence,sequence
881,cause-effect,cause
882,cause-effect,elaboration
883,joint,joint
884,cause-effect,cause
885,cause,elaboration
886,evidence,evidence
887,cause-effect,elaboration
888,joint,joint
889,cause-effect,background
890,joint,elaboration
891,condition,condition
892,purpose,purpose
893,cause-effect,elaboration
894,contrast,contrast
895,contrast,elaboration
896,cause-effect,evaluation
897,cause-effect,evidence
898,contrast,sequence
899,contrast,comparison
900,cause-effect,elaboration
901,cause,preparation
902,restatement,restatement
903,cause-effect,joint
904,contrast,contrast
905,joint,joint
906,sequence,elaboration
907,background,joint
908,cause-effect,evidence
909,cause-effect,attribution
910,cause,joint
911,evaluation,joint
912,joint,joint
913,sequence,condition
914,cause,cause
915,contrast,concession
916,cause-effect,contrast
917,background,elaboration
918,contrast,contrast
919,sequence,joint
920,joint,elaboration
921,background,joint
922,cause-effect,joint
923,cause-effect,joint
924,sequence,condition
925,evaluation,evaluation
926,contrast,joint
927,question,attribution
928,cause,joint
929,background,joint
930,contrast,contrast
931,cause-effect,elaboration
932,cause,cause
933,sequence,sequence
934,elaboration,elaboration
935,elaboration,joint
936,evaluation,attribution
937,purpose,contrast
938,background,attribution
939,cause,background
940,purpose,elaboration
941,evaluation,background
942,cause,cause
943,evaluation,joint
944,cause-effect,joint
945,cause-effect,elaboration
946,condition,elaboration
947,background,elaboration
948,cause,joint
949,elaboration,joint
950,background,elaboration
951,cause-effect,purpose
952,background,elaboration
953,cause,sequence
954,attribution,attribution
955,evaluation,joint
956,evidence,elaboration
957,cause-effect,condition
958,evaluation,elaboration
959,cause,cause
960,contrast,elaboration
961,elaboration,joint
962,comparison,elaboration
963,cause-effect,elaboration
964,cause-effect,joint
965,restatement,joint
966,background,elaboration
967,sequence,joint
968,contrast,evaluation
969,contrast,evaluation
970,elaboration,elaboration
971,solutionhood,cause
972,preparation,preparation
973,background,elaboration
974,cause,joint
975,cause,preparation
976,contrast,contrast
977,attribution,attribution
978,cause-effect,joint
979,cause,condition
980,evaluation,elaboration
981,elaboration,purpose
982,sequence,elaboration
983,cause,evaluation
984,contrast,comparison
985,contrast,contrast
986,background,elaboration
987,cause,evidence
988,cause,joint
989,background,background
990,cause-effect,elaboration
991,restatement,antithesis
992,cause-effect,joint
993,cause-effect,elaboration
994,elaboration,elaboration
995,background,purpose
996,evaluation,evaluation
997,concession,interpretation-evaluation
998,cause,attribution
999,background,preparation
1000,cause-effect,cause
1001,cause,joint
1002,contrast,contrast
1003,evaluation,cause
1004,joint,attribution
1005,background,solutionhood
1006,cause,attribution
1007,contrast,contrast
1008,cause,cause
1009,background,background
1010,motivation,elaboration
1011,contrast,elaboration
1012,joint,joint
1013,cause-effect,joint
1014,motivation,purpose
1015,cause-effect,evaluation
1016,joint,joint
1017,contrast,solutionhood
1018,effect,joint
1019,cause-effect,attribution
1020,cause-effect,cause
1021,cause,elaboration
1022,contrast,evidence
1023,cause-effect,evidence
1024,contrast,joint
1025,condition,condition
1026,joint,joint
1027,contrast,preparation
1028,background,elaboration
1029,elaboration,elaboration
1030,evaluation,preparation
1031,sequence,cause
1032,cause-effect,joint
1033,contrast,attribution
1034,cause-effect,joint
1035,contrast,contrast
1036,cause-effect,cause
1037,attribution,cause
1038,elaboration,elaboration
1039,evaluation,evaluation
1040,cause-effect,evidence
1041,sequence,sequence
1042,cause,cause
1043,purpose,purpose
1044,background,joint
1045,cause-effect,joint
1046,sequence,concession
1047,cause-effect,evidence
1048,background,preparation
1049,cause-effect,cause
1050,purpose,purpose
1051,cause-effect,elaboration
1052,contrast,preparation
1053,cause,condition
1054,contrast,evaluation
1055,background,elaboration
1056,sequence,sequence
1057,cause-effect,contrast
1058,contrast,joint
1059,elaboration,preparation
1060,effect,elaboration
1061,restatement,elaboration
1062,contrast,joint
1063,joint,joint
1064,joint,joint
1065,cause-effect,elaboration
1066,elaboration,elaboration
1067,cause,elaboration
1068,cause-effect,joint
1069,contrast,contrast
1070,elaboration,joint
1071,joint,joint
1072,elaboration,elaboration
1073,cause-effect,joint
1074,cause-effect,joint
1075,background,background
1076,cause,purpose
1077,effect,elaboration
1078,condition,condition
1079,cause-effect,evaluation
1080,cause-effect,joint
1081,cause-effect,elaboration
1082,cause,elaboration
1083,contrast,concession
1084,background,contrast
1085,cause-effect,elaboration
1086,contrast,joint
1087,evaluation,sequence
1088,condition,condition
1089,joint,elaboration
1090,restatement,elaboration
1091,contrast,sequence
1092,cause,evidence
1093,evaluation,solutionhood
1094,preparation,joint
1095,cause-effect,elaboration
1096,cause-effect,background
1097,contrast,contrast
1098,evaluation,elaboration
1099,purpose,joint
1100,cause,cause
1101,evaluation,joint
1102,elaboration,elaboration
1103,cause,cause
1104,evaluation,joint
1105,comparison,joint
1106,contrast,evidence
1107,cause-effect,background
1108,elaboration,joint
1109,cause,evidence
1110,elaboration,elaboration
1111,evaluation,cause
1112,cause-effect,evaluation
1113,joint,elaboration
1114,elaboration,elaboration
1115,contrast,elaboration
1116,contrast,joint
1117,sequence,sequence
1118,evaluation,elaboration
1119,elaboration,joint
1120,condition,condition
1121,cause-effect,joint
1122,attribution,attribution
1123,concession,concession
1124,cause-effect,cause
1125,attribution,attribution
1126,background,attribution
1127,elaboration,background
1128,elaboration,elaboration
1129,attribution,attribution
1130,elaboration,elaboration
1131,evaluation,preparation
1132,purpose,joint
1133,joint,restatement
1134,preparation,evaluation
1135,evaluation,preparation
1136,condition,contrast
1137,purpose,purpose
1138,cause,joint
1139,contrast,elaboration
1140,contrast,contrast
1141,condition,sequence
1142,contrast,elaboration
1143,cause-effect,condition
1144,cause-effect,joint
1145,cause,preparation
1146,purpose,joint
1147,cause-effect,attribution
1148,background,attribution
1149,cause-effect,elaboration
1150,cause,evidence
1151,cause-effect,purpose
1152,cause-effect,elaboration
1153,contrast,joint
1154,background,elaboration
1155,cause-effect,cause
1156,sequence,elaboration
1157,motivation,joint
1158,cause-effect,joint
1159,sequence,preparation
1160,joint,joint
1161,cause-effect,elaboration
1162,condition,background
1163,evidence,joint
1164,comparison,comparison
1165,joint,joint
1166,purpose,purpose
1167,cause-effect,cause
1168,cause,cause-effect
1169,attribution,attribution
1170,contrast,contrast
1171,attribution,elaboration
1172,background,background
1173,sequence,elaboration
1174,cause,condition
1175,purpose,purpose
1176,joint,elaboration
1177,condition,attribution
1178,cause,joint
1179,cause-effect,joint
1180,contrast,contrast
1181,contrast,elaboration
1182,contrast,contrast
1183,evaluation,elaboration
1184,cause,preparation
1185,sequence,joint
1186,contrast,joint
1187,contrast,evaluation
1188,condition,preparation
1189,attribution,attribution
1190,cause-effect,elaboration
1191,cause,condition
1192,cause-effect,cause
1193,cause,preparation
1194,cause,joint
1195,evaluation,joint
1196,contrast,purpose
1197,purpose,joint
1198,cause-effect,cause
1199,cause,sequence
1200,contrast,contrast
1201,contrast,contrast
1202,purpose,purpose
1203,cause-effect,evidence
1204,cause-effect,purpose
1205,background,attribution
1206,motivation,elaboration
1207,contrast,contrast
1208,cause,preparation
1209,attribution,attribution
1210,joint,joint
1211,cause-effect,cause
1212,contrast,contrast
1213,evaluation,evaluation
1214,contrast,attribution
1215,cause-effect,interpretation-evaluation
1216,background,elaboration
1217,cause-effect,joint
1218,contrast,contrast
1219,evaluation,evaluation
1220,contrast,joint
1221,contrast,contrast
1222,condition,condition
1223,joint,elaboration
1224,cause,elaboration
1225,cause-effect,purpose
1226,cause-effect,elaboration
1227,purpose,elaboration
1228,background,condition
1229,contrast,elaboration
1230,cause-effect,cause
1231,elaboration,elaboration
1232,cause-effect,joint
1233,evaluation,joint
1234,cause-effect,elaboration
1235,attribution,attribution
1236,cause-effect,cause
1237,contrast,contrast
1238,background,background
1239,sequence,preparation
1240,cause-effect,joint
1241,cause,evaluation
1242,joint,joint
1243,condition,joint
1244,evaluation,joint
1245,cause-effect,sequence
1246,joint,elaboration
1247,cause,preparation
1248,background,preparation
1249,cause-effect,joint
1250,background,background
1251,evaluation,elaboration
1252,background,elaboration
1253,contrast,evaluation
1254,evaluation,evaluation
1255,cause,elaboration
1256,elaboration,elaboration
1257,cause-effect,joint
1258,cause-effect,cause
1259,condition,preparation
1260,cause-effect,joint
1261,evaluation,elaboration
1262,contrast,concession
1263,evaluation,evaluation
1264,evaluation,elaboration
1265,background,motivation
1266,joint,joint
1267,contrast,cause
1268,elaboration,joint
1269,elaboration,evaluation
1270,sequence,sequence
1271,background,joint
1272,cause-effect,evaluation
1273,sequence,condition
1274,attribution,attribution
1275,cause-effect,purpose
1276,joint,elaboration
1277,comparison,joint
1278,elaboration,elaboration
1279,evaluation,comparison
1280,attribution,attribution
1281,sequence,sequence
1282,cause-effect,elaboration
1283,elaboration,elaboration
1284,sequence,background
1285,contrast,joint
1286,cause,elaboration
1287,motivation,cause
1288,cause-effect,elaboration
1289,preparation,preparation
1290,evaluation,elaboration
1291,evaluation,background
1292,evaluation,evaluation
1293,sequence,sequence
1294,cause-effect,joint
1295,cause,joint
1296,contrast,elaboration
1297,background,joint
1298,cause-effect,elaboration
1299,joint,joint
1300,cause,joint
1301,contrast,contrast
1302,sequence,condition
1303,contrast,contrast
1304,background,elaboration
1305,background,joint
1306,contrast,contrast
1307,elaboration,joint
1308,cause-effect,elaboration
1309,joint,joint
1310,contrast,contrast
1311,condition,purpose
1312,sequence,joint
1313,evidence,elaboration
1314,evaluation,elaboration
1315,cause-effect,joint
1316,effect,evidence
1317,cause,background
1318,background,joint
1319,cause,joint
1320,contrast,elaboration
1321,cause-effect,joint
1322,joint,joint
1323,cause,joint
1324,preparation,preparation
1325,solutionhood,elaboration
1326,elaboration,elaboration
1327,restatement,restatement
1328,contrast,contrast
1329,contrast,contrast
1330,cause-effect,elaboration
1331,cause-effect,evidence
1332,contrast,contrast
1333,background,background
1334,purpose,attribution
1335,cause-effect,interpretation-evaluation
1336,joint,joint
1337,contrast,contrast
1338,condition,condition
1339,joint,joint
1340,cause,elaboration
1341,restatement,preparation
1342,elaboration,joint
1343,cause-effect,cause
1344,cause-effect,cause-effect
1345,cause,elaboration
1346,cause,elaboration
1347,cause-effect,contrast
1348,contrast,comparison
1349,evaluation,elaboration
1350,cause,cause
