task_id,answer,correct_answer
136,cause,joint
137,joint,joint
138,cause,joint
139,joint,joint
140,sequence,elaboration
141,background,background
142,antithesis,preparation
143,evaluation,evaluation
144,background,background
145,solutionhood,evaluation
146,conclusion,preparation
147,condition,effect
148,sequence,elaboration
149,sequence,sequence
150,elaboration,elaboration
151,elaboration,elaboration
152,comparison,attribution
153,joint,joint
154,attribution,attribution
155,restatement,restatement
156,purpose,purpose
157,cause-effect,cause-effect
158,conclusion,elaboration
159,elaboration,elaboration
160,elaboration,elaboration
161,joint,joint
162,condition,condition
163,evaluation,elaboration
164,comparison,comparison
165,effect,joint
166,sequence,elaboration
167,evaluation,preparation
168,evaluation,elaboration
169,cause-effect,joint
170,evaluation,evaluation
171,cause-effect,joint
172,conclusion,concession
173,cause-effect,joint
174,preparation,preparation
175,restatement,evaluation
176,cause-effect,joint
177,cause-effect,joint
178,effect,joint
179,cause,cause
180,attribution,attribution
181,evaluation,elaboration
182,evidence,evidence
183,elaboration,elaboration
184,purpose,purpose
185,elaboration,elaboration
186,preparation,preparation
187,evidence,evidence
188,elaboration,elaboration
189,joint,joint
190,comparison,comparison
191,solutionhood,solutionhood
192,joint,joint
193,evaluation,evaluation
194,purpose,purpose
195,preparation,preparation
196,evaluation,elaboration
197,evaluation,evaluation
198,attribution,attribution
199,contrast,contrast
200,contrast,contrast
201,comparison,comparison
202,cause,condition
203,sequence,sequence
204,solutionhood,interpretation-evaluation
205,conclusion,elaboration
206,joint,joint
207,joint,joint
208,sequence,elaboration
209,sequence,sequence
210,evidence,evidence
211,purpose,purpose
212,evaluation,elaboration
213,attribution,attribution
214,elaboration,elaboration
215,elaboration,elaboration
216,elaboration,antithesis
217,attribution,attribution
218,cause,cause
219,comparison,concession
220,attribution,attribution
221,purpose,purpose
222,joint,joint
223,attribution,condition
224,attribution,attribution
225,conclusion,elaboration
226,antithesis,elaboration
227,cause-effect,joint
228,background,background
229,antithesis,elaboration
230,contrast,contrast
231,cause,condition
232,antithesis,elaboration
233,elaboration,elaboration
234,elaboration,elaboration
235,sequence,elaboration
236,purpose,purpose
237,elaboration,elaboration
238,contrast,contrast
239,elaboration,elaboration
240,contrast,evidence
241,elaboration,elaboration
242,joint,joint
243,elaboration,elaboration
244,concession,concession
245,purpose,purpose
246,joint,attribution
247,evaluation,elaboration
248,cause,joint
249,cause-effect,joint
250,conclusion,elaboration
251,joint,joint
252,effect,joint
253,joint,joint
254,attribution,attribution
255,comparison,comparison
256,contrast,contrast
257,cause-effect,joint
258,attribution,attribution
259,contrast,contrast
260,joint,cause
261,contrast,contrast
262,evaluation,elaboration
263,evaluation,preparation
264,sequence,sequence
265,cause,cause
266,comparison,attribution
267,purpose,purpose
268,elaboration,elaboration
269,elaboration,elaboration
270,contrast,contrast
271,cause,cause
272,contrast,evidence
273,cause,cause
274,sequence,sequence
275,cause,cause
276,elaboration,elaboration
277,antithesis,solutionhood
278,comparison,background
279,cause,joint
280,purpose,purpose
281,cause-effect,joint
282,attribution,attribution
283,sequence,sequence
284,attribution,attribution
285,joint,joint
286,sequence,sequence
287,cause-effect,joint
288,concession,concession
289,joint,joint
290,restatement,evaluation
291,evaluation,evaluation
292,purpose,purpose
293,joint,joint
294,background,background
295,evaluation,elaboration
296,elaboration,elaboration
297,conclusion,restatement
298,cause,cause
299,sequence,sequence
300,restatement,evaluation
301,sequence,sequence
302,attribution,condition
303,elaboration,elaboration
304,contrast,background
305,joint,joint
306,background,comparison
307,concession,concession
308,cause-effect,joint
309,cause,cause
310,evaluation,evaluation
311,sequence,sequence
312,conclusion,preparation
313,evidence,condition
314,elaboration,elaboration
315,evaluation,evaluation
316,joint,joint
317,comparison,attribution
318,antithesis,preparation
319,cause,joint
320,attribution,attribution
321,joint,joint
322,contrast,background
323,joint,joint
324,cause,cause
325,antithesis,elaboration
326,antithesis,preparation
327,condition,condition
328,joint,joint
329,restatement,interpretation-evaluation
330,contrast,attribution
331,elaboration,elaboration
332,cause,cause
333,elaboration,elaboration
334,elaboration,elaboration
335,background,comparison
336,background,background
337,preparation,preparation
338,elaboration,elaboration
339,joint,joint
340,condition,condition
341,interpretation-evaluation,preparation
342,cause,condition
343,evaluation,elaboration
344,purpose,purpose
345,evaluation,elaboration
346,joint,joint
347,cause-effect,joint
348,evidence,condition
349,restatement,evaluation
350,cause,cause
351,attribution,attribution
352,joint,joint
353,evaluation,elaboration
354,elaboration,elaboration
355,attribution,attribution
356,antithesis,elaboration
357,attribution,attribution
358,preparation,preparation
359,attribution,attribution
360,contrast,contrast
361,cause,cause
362,joint,joint
363,elaboration,elaboration
364,cause,condition
365,attribution,attribution
366,elaboration,evaluation
367,antithesis,elaboration
368,background,background
369,condition,condition
370,conclusion,elaboration
371,joint,joint
372,concession,sequence
373,cause,cause
374,sequence,sequence
375,cause-effect,joint
376,contrast,background
377,cause-effect,joint
378,joint,joint
379,cause,condition
380,attribution,attribution
381,cause,joint
382,elaboration,elaboration
383,contrast,contrast
384,elaboration,elaboration
385,attribution,attribution
386,antithesis,elaboration
387,sequence,sequence
388,contrast,contrast
389,evaluation,elaboration
390,cause-effect,joint
391,joint,joint
392,sequence,background
393,contrast,contrast
394,elaboration,elaboration
395,joint,joint
396,elaboration,elaboration
397,attribution,attribution
398,purpose,purpose
399,interpretation-evaluation,interpretation-evaluation
400,sequence,sequence
401,attribution,attribution
402,evaluation,elaboration
403,cause-effect,joint
404,elaboration,elaboration
405,cause-effect,joint
406,cause,cause
407,evaluation,elaboration
408,cause-effect,joint
409,antithesis,elaboration
410,elaboration,elaboration
411,cause,condition
412,joint,joint
413,cause,cause
414,evaluation,elaboration
415,purpose,purpose
416,condition,condition
417,joint,cause
418,condition,condition
419,evaluation,elaboration
420,evaluation,elaboration
421,elaboration,evaluation
422,evaluation,elaboration
423,sequence,elaboration
424,comparison,evidence
425,evaluation,elaboration
426,evaluation,elaboration
427,cause-effect,joint
428,sequence,elaboration
429,elaboration,elaboration
430,contrast,cause
431,interpretation-evaluation,interpretation-evaluation
432,restatement,evaluation
433,joint,joint
434,interpretation-evaluation,preparation
435,joint,joint
436,contrast,background
437,contrast,contrast
438,joint,joint
439,evaluation,preparation
440,concession,concession
441,antithesis,preparation
442,elaboration,elaboration
443,antithesis,elaboration
444,effect,effect
445,joint,joint
446,elaboration,elaboration
447,joint,joint
448,evaluation,preparation
449,preparation,preparation
450,joint,joint
451,contrast,contrast
452,contrast,contrast
453,cause,cause
454,contrast,contrast
455,elaboration,elaboration
456,sequence,sequence
457,evaluation,preparation
458,sequence,sequence
459,cause,cause
460,cause-effect,joint
461,cause,cause
462,preparation,preparation
463,cause-effect,joint
464,evaluation,preparation
465,cause,joint
466,solutionhood,interpretation-evaluation
467,joint,joint
468,cause,joint
469,comparison,comparison
470,attribution,attribution
471,restatement,restatement
472,attribution,attribution
473,evidence,condition
474,cause-effect,joint
475,cause,cause
476,evaluation,evaluation
477,background,background
478,cause,cause
479,contrast,contrast
480,attribution,comparison
481,joint,joint
482,cause,joint
483,evaluation,evaluation
484,condition,evidence
485,elaboration,elaboration
486,cause-effect,joint
487,background,condition
488,antithesis,elaboration
489,cause,cause
490,cause-effect,joint
491,evaluation,elaboration
492,evaluation,solutionhood
493,antithesis,antithesis
494,evaluation,elaboration
495,cause,cause
496,background,background
497,attribution,attribution
498,sequence,sequence
499,contrast,contrast
500,cause,cause
501,interpretation-evaluation,preparation
502,condition,condition
503,elaboration,elaboration
504,cause-effect,cause-effect
505,joint,joint
506,contrast,contrast
507,condition,condition
508,solutionhood,interpretation-evaluation
509,sequence,elaboration
510,cause,cause
511,conclusion,elaboration
512,elaboration,elaboration
513,cause-effect,joint
514,evaluation,preparation
515,purpose,contrast
516,cause,cause
517,contrast,contrast
518,contrast,contrast
519,cause-effect,joint
520,evaluation,solutionhood
521,cause,cause
522,cause-effect,joint
523,attribution,condition
524,cause,joint
525,sequence,sequence
526,purpose,contrast
527,antithesis,elaboration
528,evaluation,elaboration
529,contrast,contrast
530,evidence,condition
531,contrast,contrast
532,conclusion,preparation
533,cause-effect,joint
534,solutionhood,interpretation-evaluation
535,elaboration,elaboration
536,preparation,preparation
537,sequence,elaboration
538,evaluation,elaboration
539,cause-effect,joint
540,joint,joint
541,joint,joint
542,antithesis,elaboration
543,evidence,evidence
544,contrast,contrast
545,cause-effect,joint
546,elaboration,elaboration
547,elaboration,elaboration
548,contrast,contrast
549,joint,joint
550,cause-effect,joint
551,solutionhood,solutionhood
552,restatement,evaluation
553,evaluation,elaboration
554,attribution,attribution
555,joint,joint
556,joint,joint
557,joint,joint
558,condition,condition
559,elaboration,elaboration
560,elaboration,elaboration
561,elaboration,elaboration
562,joint,joint
563,background,background
564,cause-effect,joint
565,condition,attribution
566,contrast,contrast
567,attribution,attribution
568,purpose,purpose
569,evaluation,elaboration
570,cause,joint
571,evaluation,evaluation
572,restatement,restatement
573,joint,joint
574,purpose,purpose
575,cause-effect,joint
576,antithesis,elaboration
577,joint,joint
578,attribution,attribution
579,joint,joint
580,cause,cause
581,attribution,attribution
582,contrast,contrast
583,purpose,purpose
584,joint,joint
585,joint,joint
586,elaboration,elaboration
587,comparison,comparison
588,evaluation,evaluation
589,purpose,purpose
590,condition,condition
591,joint,joint
592,cause-effect,cause-effect
593,evaluation,elaboration
594,restatement,evaluation
595,joint,joint
596,background,comparison
597,elaboration,elaboration
598,contrast,contrast
599,elaboration,elaboration
600,cause-effect,joint
601,cause-effect,cause-effect
602,purpose,purpose
603,cause,cause
604,elaboration,elaboration
605,comparison,comparison
606,restatement,evaluation
607,cause,condition
608,sequence,sequence
609,joint,joint
610,joint,joint
611,evidence,evidence
612,evidence,evidence
613,joint,joint
614,purpose,purpose
615,restatement,sequence
616,attribution,attribution
617,joint,joint
618,cause,joint
619,interpretation-evaluation,solutionhood
620,joint,joint
621,joint,joint
622,contrast,contrast
623,interpretation-evaluation,interpretation-evaluation
624,elaboration,elaboration
625,sequence,elaboration
626,comparison,comparison
627,cause-effect,joint
628,cause-effect,joint
629,sequence,elaboration
630,joint,joint
631,elaboration,elaboration
632,joint,joint
633,cause,joint
634,background,comparison
635,elaboration,elaboration
636,cause,cause
637,cause,cause
638,evidence,condition
639,contrast,evidence
640,cause-effect,joint
641,joint,joint
642,comparison,comparison
643,concession,concession
644,joint,joint
645,cause,joint
646,background,condition
647,attribution,attribution
648,condition,condition
649,cause-effect,joint
650,cause,joint
651,contrast,evidence
652,contrast,contrast
653,contrast,contrast
654,interpretation-evaluation,preparation
655,sequence,elaboration
656,cause-effect,joint
657,evaluation,evaluation
658,concession,sequence
659,elaboration,elaboration
660,joint,joint
661,purpose,purpose
662,sequence,elaboration
663,joint,joint
664,joint,joint
665,condition,condition
666,purpose,purpose
667,cause-effect,joint
668,evidence,condition
669,joint,joint
670,restatement,evaluation
671,attribution,attribution
672,purpose,purpose
673,joint,joint
674,contrast,contrast
675,joint,cause
676,joint,joint
677,interpretation-evaluation,preparation
678,evaluation,preparation
679,evaluation,elaboration
680,cause-effect,joint
681,concession,concession
682,background,background
683,cause,joint
684,comparison,comparison
685,cause-effect,joint
686,elaboration,elaboration
687,evaluation,elaboration
688,joint,joint
689,sequence,elaboration
690,cause-effect,joint
691,joint,joint
692,restatement,sequence
693,joint,joint
694,antithesis,elaboration
695,joint,joint
696,contrast,cause-effect
697,sequence,sequence
698,cause,cause
699,joint,joint
700,background,background
701,condition,condition
702,conclusion,solutionhood
703,attribution,attribution
704,contrast,evidence
705,sequence,elaboration
706,cause,cause
707,evaluation,elaboration
708,cause-effect,joint
709,cause-effect,joint
710,cause,cause
711,conclusion,preparation
712,attribution,condition
713,background,condition
714,background,background
715,purpose,purpose
716,elaboration,elaboration
717,elaboration,antithesis
718,cause,cause
719,evaluation,elaboration
720,cause,cause
721,sequence,sequence
722,joint,joint
723,restatement,evaluation
724,cause,cause
725,restatement,restatement
726,evaluation,elaboration
727,cause,cause
728,conclusion,elaboration
729,cause,joint
730,evidence,contrast
731,background,condition
732,elaboration,elaboration
733,cause-effect,joint
734,joint,joint
735,sequence,sequence
736,purpose,purpose
737,contrast,contrast
738,background,contrast
739,evidence,condition
740,elaboration,elaboration
741,sequence,elaboration
742,cause,cause
743,cause,joint
744,effect,joint
745,elaboration,elaboration
746,evaluation,elaboration
747,cause,cause
748,joint,joint
749,elaboration,elaboration
750,joint,joint
751,comparison,purpose
752,conclusion,elaboration
753,joint,cause
754,cause,condition
755,cause-effect,joint
756,preparation,preparation
757,attribution,attribution
758,elaboration,elaboration
759,attribution,attribution
760,purpose,purpose
761,elaboration,elaboration
762,joint,joint
763,evaluation,elaboration
764,cause,cause
765,sequence,elaboration
766,attribution,attribution
767,sequence,sequence
768,contrast,contrast
769,effect,joint
770,elaboration,elaboration
771,joint,joint
772,evaluation,elaboration
773,antithesis,preparation
774,restatement,evaluation
775,evaluation,elaboration
776,preparation,preparation
777,joint,cause
778,comparison,purpose
779,sequence,sequence
780,elaboration,elaboration
781,attribution,comparison
782,cause,joint
783,cause,cause
784,sequence,sequence
785,condition,cause
786,sequence,purpose
787,attribution,attribution
788,sequence,elaboration
789,purpose,contrast
790,elaboration,elaboration
791,cause-effect,joint
792,background,background
793,attribution,attribution
794,contrast,contrast
795,contrast,contrast
796,condition,condition
797,elaboration,elaboration
798,evidence,evidence
799,condition,effect
800,comparison,comparison
801,sequence,elaboration
802,contrast,contrast
803,contrast,contrast
804,cause,cause
805,attribution,attribution
806,elaboration,elaboration
807,contrast,contrast
808,comparison,comparison
809,contrast,background
810,comparison,evidence
811,joint,joint
812,evaluation,elaboration
813,evaluation,evaluation
814,attribution,attribution
815,elaboration,elaboration
816,elaboration,elaboration
817,attribution,attribution
818,joint,attribution
819,elaboration,elaboration
820,cause-effect,joint
821,contrast,contrast
822,concession,concession
823,concession,concession
824,contrast,contrast
825,evaluation,elaboration
826,elaboration,elaboration
827,elaboration,elaboration
828,antithesis,elaboration
829,purpose,purpose
830,elaboration,elaboration
831,conclusion,preparation
832,sequence,elaboration
833,elaboration,elaboration
834,cause-effect,joint
835,attribution,condition
836,background,condition
837,evaluation,elaboration
838,elaboration,elaboration
839,attribution,attribution
840,joint,joint
841,evaluation,elaboration
842,evidence,joint
843,elaboration,elaboration
844,comparison,comparison
845,cause-effect,joint
846,joint,joint
847,background,background
848,attribution,attribution
849,sequence,sequence
850,attribution,attribution
851,attribution,attribution
852,conclusion,preparation
853,cause,condition
854,restatement,restatement
855,evaluation,preparation
856,purpose,purpose
857,sequence,sequence
858,elaboration,elaboration
859,attribution,attribution
860,cause,cause
861,evaluation,evaluation
862,joint,joint
863,purpose,purpose
864,sequence,elaboration
865,conclusion,preparation
866,evaluation,elaboration
867,evidence,joint
868,contrast,cause
869,cause,joint
870,solutionhood,interpretation-evaluation
871,contrast,contrast
872,evidence,condition
873,contrast,contrast
874,cause-effect,joint
875,contrast,contrast
876,evaluation,elaboration
877,joint,joint
878,sequence,elaboration
879,antithesis,elaboration
880,sequence,sequence
881,cause,cause
882,evaluation,elaboration
883,joint,joint
884,cause,cause
885,evaluation,elaboration
886,evidence,evidence
887,elaboration,elaboration
888,joint,joint
889,background,background
890,elaboration,elaboration
891,condition,condition
892,purpose,purpose
893,evaluation,elaboration
894,contrast,contrast
895,elaboration,elaboration
896,restatement,evaluation
897,evidence,evidence
898,sequence,sequence
899,comparison,comparison
900,elaboration,elaboration
901,interpretation-evaluation,preparation
902,restatement,restatement
903,cause-effect,joint
904,contrast,contrast
905,joint,joint
906,sequence,elaboration
907,cause-effect,joint
908,condition,evidence
909,condition,attribution
910,joint,joint
911,joint,joint
912,joint,joint
913,background,condition
914,cause,cause
915,concession,concession
916,contrast,contrast
917,elaboration,elaboration
918,contrast,contrast
919,joint,joint
920,antithesis,elaboration
921,evidence,joint
922,cause-effect,joint
923,cause-effect,joint
924,background,condition
925,elaboration,evaluation
926,cause-effect,joint
927,condition,attribution
928,cause,joint
929,joint,joint
930,contrast,contrast
931,evaluation,elaboration
932,cause,cause
933,sequence,sequence
934,elaboration,elaboration
935,cause,joint
936,attribution,attribution
937,purpose,contrast
938,attribution,attribution
939,comparison,background
940,evaluation,elaboration
941,background,background
942,cause,cause
943,joint,joint
944,joint,joint
945,evaluation,elaboration
946,elaboration,elaboration
947,evaluation,elaboration
948,joint,joint
949,evidence,joint
950,sequence,elaboration
951,purpose,purpose
952,elaboration,elaboration
953,purpose,sequence
954,attribution,attribution
955,joint,joint
956,elaboration,elaboration
957,evidence,condition
958,evaluation,elaboration
959,cause,cause
960,antithesis,elaboration
961,joint,joint
962,elaboration,elaboration
963,antithesis,elaboration
964,cause-effect,joint
965,joint,joint
966,sequence,elaboration
967,joint,joint
968,restatement,evaluation
969,restatement,evaluation
970,elaboration,elaboration
971,cause,cause
972,preparation,preparation
973,elaboration,elaboration
974,joint,joint
975,conclusion,preparation
976,contrast,contrast
977,attribution,attribution
978,cause,joint
979,cause,condition
980,evaluation,elaboration
981,sequence,purpose
982,sequence,elaboration
983,evaluation,evaluation
984,comparison,comparison
985,contrast,contrast
986,elaboration,elaboration
987,evidence,evidence
988,cause,joint
989,background,background
990,conclusion,elaboration
991,restatement,antithesis
992,joint,joint
993,antithesis,elaboration
994,elaboration,elaboration
995,contrast,purpose
996,restatement,evaluation
997,restatement,interpretation-evaluation
998,attribution,attribution
999,interpretation-evaluation,preparation
1000,cause,cause
1001,joint,joint
1002,contrast,contrast
1003,cause,cause
1004,joint,attribution
1005,solutionhood,solutionhood
1006,attribution,attribution
1007,contrast,contrast
1008,cause,cause
1009,background,background
1010,elaboration,elaboration
1011,elaboration,elaboration
1012,joint,joint
1013,cause-effect,joint
1014,purpose,purpose
1015,evaluation,evaluation
1016,joint,joint
1017,antithesis,solutionhood
1018,cause,joint
1019,attribution,attribution
1020,cause,cause
1021,antithesis,elaboration
1022,contrast,evidence
1023,contrast,evidence
1024,joint,joint
1025,condition,condition
1026,joint,joint
1027,antithesis,preparation
1028,elaboration,elaboration
1029,elaboration,elaboration
1030,evaluation,preparation
1031,joint,cause
1032,cause-effect,joint
1033,contrast,attribution
1034,cause-effect,joint
1035,contrast,contrast
1036,cause,cause
1037,cause,cause
1038,elaboration,elaboration
1039,elaboration,evaluation
1040,evidence,evidence
1041,sequence,sequence
1042,cause,cause
1043,purpose,purpose
1044,joint,joint
1045,cause-effect,joint
1046,sequence,concession
1047,condition,evidence
1048,interpretation-evaluation,preparation
1049,contrast,cause
1050,purpose,purpose
1051,elaboration,elaboration
1052,antithesis,preparation
1053,cause,condition
1054,evaluation,evaluation
1055,elaboration,elaboration
1056,sequence,sequence
1057,purpose,contrast
1058,cause,joint
1059,preparation,preparation
1060,evaluation,elaboration
1061,elaboration,elaboration
1062,joint,joint
1063,joint,joint
1064,joint,joint
1065,evaluation,elaboration
1066,elaboration,elaboration
1067,elaboration,elaboration
1068,cause-effect,joint
1069,contrast,contrast
1070,joint,joint
1071,joint,joint
1072,elaboration,elaboration
1073,cause-effect,joint
1074,cause-effect,joint
1075,background,background
1076,purpose,purpose
1077,conclusion,elaboration
1078,condition,condition
1079,evaluation,evaluation
1080,cause-effect,joint
1081,elaboration,elaboration
1082,sequence,elaboration
1083,concession,concession
1084,contrast,contrast
1085,antithesis,elaboration
1086,cause,joint
1087,sequence,sequence
1088,condition,condition
1089,elaboration,elaboration
1090,elaboration,elaboration
1091,purpose,sequence
1092,contrast,evidence
1093,conclusion,solutionhood
1094,joint,joint
1095,elaboration,elaboration
1096,contrast,background
1097,contrast,contrast
1098,elaboration,elaboration
1099,joint,joint
1100,cause,cause
1101,evidence,joint
1102,elaboration,elaboration
1103,joint,cause
1104,joint,joint
1105,joint,joint
1106,contrast,evidence
1107,contrast,background
1108,cause-effect,joint
1109,condition,evidence
1110,sequence,elaboration
1111,contrast,cause
1112,restatement,evaluation
1113,elaboration,elaboration
1114,elaboration,elaboration
1115,evaluation,elaboration
1116,cause,joint
1117,sequence,sequence
1118,elaboration,elaboration
1119,joint,joint
1120,condition,condition
1121,cause,joint
1122,attribution,attribution
1123,concession,concession
1124,cause,cause
1125,attribution,attribution
1126,attribution,attribution
1127,background,background
1128,elaboration,elaboration
1129,attribution,attribution
1130,elaboration,elaboration
1131,evaluation,preparation
1132,cause,joint
1133,comparison,restatement
1134,preparation,evaluation
1135,evaluation,preparation
1136,contrast,contrast
1137,purpose,purpose
1138,cause-effect,joint
1139,antithesis,elaboration
1140,contrast,contrast
1141,sequence,sequence
1142,evaluation,elaboration
1143,cause,condition
1144,cause-effect,joint
1145,interpretation-evaluation,preparation
1146,joint,joint
1147,attribution,attribution
1148,attribution,attribution
1149,elaboration,elaboration
1150,evidence,evidence
1151,purpose,purpose
1152,evaluation,elaboration
1153,evidence,joint
1154,elaboration,elaboration
1155,cause,cause
1156,sequence,elaboration
1157,cause,joint
1158,effect,joint
1159,preparation,preparation
1160,joint,joint
1161,elaboration,elaboration
1162,condition,background
1163,effect,joint
1164,comparison,comparison
1165,joint,joint
1166,purpose,purpose
1167,cause,cause
1168,cause-effect,cause-effect
1169,attribution,attribution
1170,contrast,contrast
1171,elaboration,elaboration
1172,background,background
1173,sequence,elaboration
1174,condition,condition
1175,purpose,purpose
1176,elaboration,elaboration
1177,condition,attribution
1178,cause-effect,joint
1179,cause-effect,joint
1180,contrast,contrast
1181,evaluation,elaboration
1182,contrast,contrast
1183,evaluation,elaboration
1184,antithesis,preparation
1185,joint,joint
1186,cause-effect,joint
1187,restatement,evaluation
1188,interpretation-evaluation,preparation
1189,attribution,attribution
1190,antithesis,elaboration
1191,condition,condition
1192,cause,cause
1193,evaluation,preparation
1194,joint,joint
1195,joint,joint
1196,contrast,purpose
1197,cause-effect,joint
1198,cause,cause
1199,concession,sequence
1200,contrast,contrast
1201,contrast,contrast
1202,purpose,purpose
1203,evidence,evidence
1204,purpose,purpose
1205,attribution,attribution
1206,antithesis,elaboration
1207,contrast,contrast
1208,preparation,preparation
1209,attribution,attribution
1210,joint,joint
1211,cause,cause
1212,contrast,contrast
1213,restatement,evaluation
1214,contrast,attribution
1215,restatement,interpretation-evaluation
1216,sequence,elaboration
1217,cause-effect,joint
1218,contrast,contrast
1219,restatement,evaluation
1220,cause-effect,joint
1221,contrast,contrast
1222,condition,condition
1223,elaboration,elaboration
1224,sequence,elaboration
1225,purpose,purpose
1226,conclusion,elaboration
1227,evaluation,elaboration
1228,background,condition
1229,evaluation,elaboration
1230,cause,cause
1231,elaboration,elaboration
1232,cause-effect,joint
1233,joint,joint
1234,elaboration,elaboration
1235,attribution,attribution
1236,cause,cause
1237,contrast,contrast
1238,background,background
1239,preparation,preparation
1240,effect,joint
1241,evaluation,evaluation
1242,joint,joint
1243,cause,joint
1244,joint,joint
1245,restatement,sequence
1246,elaboration,elaboration
1247,interpretation-evaluation,preparation
1248,antithesis,preparation
1249,cause-effect,joint
1250,background,background
1251,elaboration,elaboration
1252,evaluation,elaboration
1253,restatement,evaluation
1254,restatement,evaluation
1255,evaluation,elaboration
1256,evaluation,elaboration
1257,cause-effect,joint
1258,cause,cause
1259,evaluation,preparation
1260,effect,joint
1261,evaluation,elaboration
1262,antithesis,concession
1263,restatement,evaluation
1264,elaboration,elaboration
1265,motivation,motivation
1266,joint,joint
1267,contrast,cause
1268,cause-effect,joint
1269,restatement,evaluation
1270,sequence,sequence
1271,joint,joint
1272,elaboration,evaluation
1273,background,condition
1274,attribution,attribution
1275,purpose,purpose
1276,elaboration,elaboration
1277,joint,joint
1278,elaboration,elaboration
1279,comparison,comparison
1280,contrast,attribution
1281,sequence,sequence
1282,elaboration,elaboration
1283,elaboration,elaboration
1284,sequence,background
1285,joint,joint
1286,evaluation,elaboration
1287,contrast,cause
1288,evaluation,elaboration
1289,preparation,preparation
1290,antithesis,elaboration
1291,comparison,background
1292,restatement,evaluation
1293,sequence,sequence
1294,cause-effect,joint
1295,cause-effect,joint
1296,elaboration,elaboration
1297,joint,joint
1298,elaboration,elaboration
1299,joint,joint
1300,cause,joint
1301,contrast,contrast
1302,evidence,condition
1303,contrast,contrast
1304,elaboration,elaboration
1305,joint,joint
1306,contrast,contrast
1307,joint,joint
1308,elaboration,elaboration
1309,joint,joint
1310,contrast,contrast
1311,purpose,purpose
1312,joint,joint
1313,elaboration,elaboration
1314,evaluation,elaboration
1315,joint,joint
1316,contrast,evidence
1317,background,background
1318,evidence,joint
1319,cause,joint
1320,antithesis,elaboration
1321,joint,joint
1322,joint,joint
1323,cause,joint
1324,preparation,preparation
1325,evaluation,elaboration
1326,elaboration,elaboration
1327,restatement,restatement
1328,contrast,contrast
1329,contrast,contrast
1330,elaboration,elaboration
1331,evidence,evidence
1332,contrast,contrast
1333,comparison,background
1334,attribution,attribution
1335,interpretation-evaluation,interpretation-evaluation
1336,evidence,joint
1337,contrast,contrast
1338,condition,condition
1339,joint,joint
1340,elaboration,elaboration
1341,interpretation-evaluation,preparation
1342,joint,joint
1343,cause,cause
1344,cause-effect,cause-effect
1345,elaboration,elaboration
1346,evaluation,elaboration
1347,evidence,contrast
1348,comparison,comparison
1349,elaboration,elaboration
1350,cause,cause
